Geneid,EC1,EC1yuan,EC2,EC2yuan,EC3,EC3yuan
ENSG00000179242,0,10,10,7,9,1
ENSG00000286232,0,1,0,0,0,0
ENSG00000276786,0,0,0,0,0,0
ENSG00000277270,0,2,0,0,0,0
ENSG00000179253,0,0,0,0,0,0
ENSG00000225106,0,0,0,0,0,0
ENSG00000130699,369,654,369,591,368,576
ENSG00000284193,0,0,0,0,0,0
ENSG00000235018,0,1,3,5,3,3
ENSG00000265306,0,0,0,0,0,0
ENSG00000283078,36,14,31,12,21,8
ENSG00000149657,1748,1783,1747,1812,1823,1505
ENSG00000101182,4327,10976,4886,10544,4794,9352
ENSG00000184402,1195,1017,1241,994,1280,974
ENSG00000101181,972,1810,1073,1554,1033,1524
ENSG00000101180,0,2,0,0,0,0
ENSG00000130703,1748,1550,1856,1443,1933,1391
ENSG00000130706,2654,7258,3105,6109,3078,5619
ENSG00000226332,137,119,109,114,119,86
ENSG00000130702,34311,18881,33851,15310,39019,14313
ENSG00000284074,0,0,0,0,0,0
ENSG00000228812,26,14,23,3,20,3
ENSG00000273619,37,59,40,34,31,25
ENSG00000171858,10256,9730,10811,10225,10910,8946
ENSG00000149679,491,294,399,285,477,320
ENSG00000275437,210,84,202,61,245,66
ENSG00000130701,0,0,0,0,0,2
ENSG00000233017,0,0,0,0,0,0
ENSG00000130700,0,0,0,0,1,0
ENSG00000272050,2,0,0,0,0,0
ENSG00000260542,31,0,28,2,38,0
ENSG00000174403,1680,1,2050,3,2101,2
ENSG00000174407,125,0,181,0,194,1
ENSG00000199017,0,0,0,0,0,0
ENSG00000284508,0,0,0,0,0,0
ENSG00000226094,0,0,1,0,2,0
ENSG00000264490,0,0,0,0,0,0
ENSG00000273812,22,0,23,0,19,0
ENSG00000232121,3,0,0,0,1,0
ENSG00000229882,0,0,0,0,1,0
ENSG00000167046,133,126,110,103,146,67
ENSG00000101187,57579,15036,58024,12870,61602,12674
ENSG00000277496,388,399,341,375,434,326
ENSG00000276317,209,214,160,185,205,158
ENSG00000232803,839,283,953,232,1228,204
ENSG00000237687,1,0,1,0,0,0
ENSG00000101188,171,21,143,16,159,7
ENSG00000223669,6,0,11,0,17,2
ENSG00000228705,0,1,0,0,2,0
ENSG00000101189,1472,1540,1696,1595,1665,1444
ENSG00000229873,44,13,40,20,51,23
ENSG00000060491,3099,3643,3543,3147,3707,2948
ENSG00000092758,36,6,41,0,49,2
ENSG00000101190,1035,448,1043,436,1086,355
ENSG00000233838,0,0,0,0,0,0
ENSG00000236527,2,0,1,0,1,0
ENSG00000101191,2935,3486,2729,3492,3262,3179
ENSG00000273759,36,37,47,35,34,26
ENSG00000101193,1874,1447,1875,1534,2014,1369
ENSG00000101194,3,0,3,0,1,1
ENSG00000125533,0,0,0,0,0,0
ENSG00000272259,3,0,4,0,3,0
ENSG00000125514,2,0,2,0,0,0
ENSG00000237119,0,0,2,0,0,0
ENSG00000231133,6,1,5,0,5,1
ENSG00000274915,0,0,0,0,0,0
ENSG00000225978,18,3,30,1,15,0
ENSG00000287324,0,0,0,0,0,0
ENSG00000260416,0,0,1,0,0,0
ENSG00000286628,0,0,0,0,0,0
ENSG00000231977,1,1,0,0,3,2
ENSG00000207598,2,0,0,0,0,0
ENSG00000149658,2074,2665,2011,2759,2057,2570
ENSG00000273821,4,6,3,2,6,2
ENSG00000101197,22,2,32,0,31,1
ENSG00000266463,0,0,0,0,0,0
ENSG00000101198,0,0,0,0,2,0
ENSG00000275620,0,1,0,0,0,0
ENSG00000101199,3439,5227,3937,4572,4068,3989
ENSG00000266104,0,1,1,8,4,2
ENSG00000101203,2,5,3,1,3,4
ENSG00000222439,0,0,0,0,0,0
ENSG00000101204,0,0,0,0,0,0
ENSG00000203900,0,0,0,0,0,0
ENSG00000075043,1,0,1,0,1,0
ENSG00000280936,0,0,0,0,0,0
ENSG00000226390,0,0,0,0,0,0
ENSG00000101210,26563,8420,28625,7038,28526,6506
ENSG00000230226,0,0,0,0,1,0
ENSG00000125534,6048,2481,5668,2641,6042,2398
ENSG00000101213,34,7,34,11,37,7
ENSG00000125508,27,3,17,0,26,2
ENSG00000275812,0,0,1,0,0,0
ENSG00000125531,139,15,132,12,138,12
ENSG00000130589,7208,5833,7143,5153,8405,4872
ENSG00000101216,550,850,587,740,630,643
ENSG00000232442,221,70,238,76,345,56
ENSG00000197457,7041,3920,7055,3815,7658,3330
ENSG00000258366,60,90,42,77,66,56
ENSG00000026036,112,162,120,115,170,122
ENSG00000243509,0,0,0,0,0,0
ENSG00000101246,1251,1439,1424,1216,1600,1083
ENSG00000197114,222,561,228,426,345,385
ENSG00000273154,39,52,47,56,48,54
ENSG00000274501,4,12,4,9,5,3
ENSG00000203896,177,305,232,216,257,148
ENSG00000273047,0,0,0,0,1,0
ENSG00000125520,4661,5145,5319,4425,5395,4103
ENSG00000130584,745,258,701,252,765,266
ENSG00000229299,0,0,0,0,0,0
ENSG00000231208,1,3,0,0,5,0
ENSG00000279610,0,0,0,0,0,0
ENSG00000268858,140,138,120,129,127,113
ENSG00000183260,0,0,0,0,0,0
ENSG00000101150,5039,7318,4836,7351,5154,6793
ENSG00000101152,5020,6947,4976,6504,5538,6209
ENSG00000199805,2,2,2,0,1,1
ENSG00000283206,2,2,0,0,0,0
ENSG00000216141,0,0,0,0,0,0
ENSG00000283513,1,0,0,0,0,0
ENSG00000216195,0,1,1,0,1,0
ENSG00000275842,2,1,1,2,1,1
ENSG00000198276,1795,1457,1756,1279,2069,1137
ENSG00000284433,0,0,0,0,0,0
ENSG00000207554,33,31,45,34,57,17
ENSG00000280213,97,232,70,189,75,165
ENSG00000196700,1692,2264,1736,2008,1984,1818
ENSG00000130590,428,290,419,225,540,233
ENSG00000101161,3680,4891,3825,4669,3833,4212
ENSG00000196421,62,47,68,38,89,48
ENSG00000203883,164,79,118,75,105,62
ENSG00000171703,1930,552,2176,517,2270,465
ENSG00000237371,2,0,0,0,0,0
ENSG00000171700,780,1102,780,1002,782,921
ENSG00000274034,2,0,2,0,1,1
ENSG00000125510,82,10,90,19,100,11
ENSG00000171695,18,4,17,9,29,6
ENSG00000286999,0,0,0,0,0,0
ENSG00000196132,6,2,7,0,5,0
ENSG00000125522,0,0,0,0,0,0
ENSG00000203880,711,187,572,236,613,194
ENSG00000278171,0,1,4,0,0,0
ENSG00000232852,6,5,11,3,15,9
ENSG00000149656,10,0,2,0,4,0
ENSG00000274727,0,0,0,0,0,0
ENSG00000282458,71,83,57,75,52,65
ENSG00000282542,4,4,4,5,4,8
ENSG00000282798,0,0,1,0,2,1
ENSG00000282807,0,0,0,0,0,0
ENSG00000283801,0,0,0,0,0,0
ENSG00000282591,0,0,0,0,0,0
ENSG00000282137,0,0,0,0,0,0
ENSG00000267310,0,0,0,0,0,0
ENSG00000176695,0,0,0,0,0,0
ENSG00000267792,0,0,0,0,0,0
ENSG00000266971,0,0,0,0,0,0
ENSG00000282535,0,0,0,0,0,0
ENSG00000281379,0,0,0,0,0,0
ENSG00000282059,0,0,0,0,0,0
ENSG00000282416,0,3,0,0,1,0
ENSG00000282051,0,1,2,1,5,0
ENSG00000282508,35,23,40,21,40,18
ENSG00000282339,0,0,0,0,0,0
ENSG00000222329,0,0,0,0,0,0
ENSG00000282393,38,20,23,20,21,27
ENSG00000141934,2440,2255,2281,2019,2505,1766
ENSG00000105556,696,870,778,737,841,702
ENSG00000267124,0,0,0,0,0,0
ENSG00000105549,121,7,104,7,125,7
ENSG00000286667,0,0,2,1,3,0
ENSG00000267443,1,0,5,0,1,0
ENSG00000183186,1240,440,1340,415,1348,337
ENSG00000129946,891,19,891,13,950,4
ENSG00000252539,2,1,0,0,1,0
ENSG00000181781,5,0,11,2,7,2
ENSG00000099866,59,30,76,22,96,18
ENSG00000266933,11,6,17,7,10,2
ENSG00000141933,504,251,475,256,498,213
ENSG00000099804,2047,3518,2273,3101,2246,2905
ENSG00000197540,10,7,11,1,12,8
ENSG00000267751,75,100,89,92,87,78
ENSG00000172270,19119,21383,20190,19640,20195,17439
ENSG00000099822,2243,560,2304,534,2424,512
ENSG00000267036,0,3,1,2,2,1
ENSG00000099821,2493,3413,2651,3006,2979,2824
ENSG00000261204,12,4,14,3,3,4
ENSG00000070388,22,36,15,24,21,23
ENSG00000070423,1685,2786,1695,2649,1890,2313
ENSG00000267666,19,4,10,6,9,4
ENSG00000070404,2834,590,3151,493,3099,437
ENSG00000185198,3,0,4,0,2,0
ENSG00000213726,0,0,0,0,0,0
ENSG00000099864,1799,154,1937,130,2098,128
ENSG00000099812,82,26,84,35,87,24
ENSG00000272473,9,1,13,9,12,3
ENSG00000267530,60,67,68,54,68,60
ENSG00000011304,8450,19204,8323,18948,8935,17006
ENSG00000284361,0,0,0,0,0,0
ENSG00000129951,1908,149,1784,122,2019,110
ENSG00000263414,0,0,0,0,0,0
ENSG00000172232,0,0,0,0,0,0
ENSG00000196415,3,0,1,1,1,0
ENSG00000197561,6,0,5,0,6,0
ENSG00000197766,29,7,48,3,34,4
ENSG00000175221,1266,1475,1228,1335,1364,1264
ENSG00000207507,0,0,0,0,0,0
ENSG00000198858,2432,1678,2905,1534,2798,1365
ENSG00000116014,3032,103,3155,92,3436,65
ENSG00000116017,1775,1669,1891,1549,2021,1503
ENSG00000267159,9,8,5,3,2,10
ENSG00000275162,2,2,5,3,4,0
ENSG00000065268,1009,1980,1181,1698,1181,1523
ENSG00000266990,16,1,9,0,21,1
ENSG00000116032,2222,135,2258,83,2488,125
ENSG00000182087,5191,6248,5520,5321,5808,4839
ENSG00000274177,0,0,0,0,0,0
ENSG00000207357,0,1,0,1,0,2
ENSG00000064666,4719,10391,5138,9948,5365,9211
ENSG00000279753,0,0,0,0,0,0
ENSG00000064687,3002,1157,2841,1037,3317,918
ENSG00000180448,2366,1668,2368,1579,2636,1358
ENSG00000099817,3810,10197,4239,8355,4271,7720
ENSG00000167468,12981,11216,14873,9947,14851,9158
ENSG00000064932,274,399,321,361,315,356
ENSG00000118046,3230,3668,3338,3635,3718,3200
ENSG00000267736,5,17,4,12,7,13
ENSG00000099625,1392,884,1408,919,1551,701
ENSG00000267778,18,4,20,2,14,2
ENSG00000099624,3450,3625,3286,3604,3426,3167
ENSG00000167470,4154,2856,3928,2544,3623,2309
ENSG00000099622,2652,1166,3076,1139,3110,979
ENSG00000267493,69,39,65,43,80,44
ENSG00000228300,658,1452,709,1245,704,1093
ENSG00000099617,206,40,247,42,218,36
ENSG00000240846,0,0,0,0,0,0
ENSG00000267372,84,10,57,7,77,13
ENSG00000160953,1957,2508,1966,2330,2202,2319
ENSG00000279488,42,21,40,24,36,26
ENSG00000267755,0,0,0,0,0,0
ENSG00000115286,1102,1406,1202,1205,1230,1045
ENSG00000280486,25,20,16,17,26,15
ENSG00000248015,67,25,60,23,81,18
ENSG00000130005,1509,666,1744,585,1823,526
ENSG00000071626,2528,6600,2442,5847,2979,5076
ENSG00000115268,20810,18118,20567,18532,20711,15947
ENSG00000268798,14,53,11,42,19,38
ENSG00000115266,2544,2308,2429,2051,2738,2107
ENSG00000267317,176,130,178,153,188,107
ENSG00000119559,1405,1202,1326,1140,1418,999
ENSG00000115257,454,85,431,60,442,39
ENSG00000115255,497,146,511,124,546,145
ENSG00000185761,1091,816,1121,777,1269,741
ENSG00000185988,15,6,20,1,29,1
ENSG00000267092,39,25,28,25,19,19
ENSG00000181588,2428,3350,2479,3235,2590,2982
ENSG00000239367,0,0,0,0,0,1
ENSG00000071655,1823,4119,1855,3538,2089,3257
ENSG00000279009,0,0,0,0,0,0
ENSG00000267059,0,0,2,1,0,0
ENSG00000127540,538,915,615,834,657,798
ENSG00000071564,5345,8629,5134,7834,5829,7330
ENSG00000252933,6,20,5,8,11,5
ENSG00000275642,0,0,0,0,0,0
ENSG00000267073,12,1,12,0,11,3
ENSG00000205922,14,1,8,1,22,0
ENSG00000130270,1535,402,1534,389,1637,413
ENSG00000079313,1292,3112,1369,2637,1432,2619
ENSG00000267007,0,0,0,0,0,0
ENSG00000284216,0,0,0,0,0,0
ENSG00000267244,86,162,68,116,91,112
ENSG00000267125,0,0,0,0,0,0
ENSG00000129911,1875,2160,2103,2042,2030,1779
ENSG00000267141,50,39,57,17,40,10
ENSG00000261526,22,18,29,29,33,22
ENSG00000267232,0,0,0,0,0,0
ENSG00000129968,2067,4078,2185,3565,2283,3172
ENSG00000227500,3112,4925,3164,4310,3173,4092
ENSG00000213638,185,388,146,273,182,279
ENSG00000133275,3826,5932,3753,5180,4265,4790
ENSG00000180846,27,38,15,27,19,33
ENSG00000133243,4547,864,4694,706,4846,686
ENSG00000267283,1,1,0,1,1,1
ENSG00000279653,11,3,4,2,2,1
ENSG00000275468,11,2,2,1,11,0
ENSG00000267180,0,0,0,0,0,0
ENSG00000099875,6316,5115,6596,4458,6902,4215
ENSG00000172081,2358,1831,2234,1714,2589,1650
ENSG00000099840,184,45,215,20,224,39
ENSG00000065000,6586,8635,6668,7805,7179,7177
ENSG00000104885,806,1608,815,1388,925,1218
ENSG00000267122,2,6,0,6,6,4
ENSG00000104886,820,1094,861,1030,865,889
ENSG00000221411,0,0,0,0,0,0
ENSG00000284129,0,0,0,0,0,0
ENSG00000104897,984,1965,1083,1594,1159,1482
ENSG00000104899,400,550,413,545,516,452
ENSG00000284272,0,0,0,0,0,0
ENSG00000167476,6,5,4,7,1,2
ENSG00000104904,4064,6005,4009,5948,4086,5318
ENSG00000273734,0,0,0,0,0,0
ENSG00000188305,6,6,7,1,13,3
ENSG00000220008,0,2,1,0,2,0
ENSG00000288156,1,2,4,0,0,0
ENSG00000286880,0,0,0,0,0,0
ENSG00000130332,435,998,524,842,519,807
ENSG00000005206,950,611,951,523,1081,450
ENSG00000178297,83,73,87,70,106,49
ENSG00000099800,431,877,521,829,536,671
ENSG00000176619,2717,8504,2893,7885,3076,7144
ENSG00000283728,0,0,0,0,0,0
ENSG00000267201,16,30,17,23,22,28
ENSG00000099860,205,266,287,205,307,204
ENSG00000252962,0,0,0,0,0,0
ENSG00000176533,2,1,4,0,2,1
ENSG00000105694,0,0,0,0,0,0
ENSG00000263974,0,0,0,0,0,0
ENSG00000267412,0,0,0,0,0,0
ENSG00000277904,0,0,0,0,0,0
ENSG00000267214,0,0,0,0,0,0
ENSG00000267749,0,0,2,0,0,0
ENSG00000276097,0,0,0,0,0,0
ENSG00000176490,2,0,4,4,3,3
ENSG00000267001,0,0,0,0,0,0
ENSG00000286460,1,0,0,1,0,0
ENSG00000261342,18,48,23,45,25,53
ENSG00000141873,437,774,474,723,469,678
ENSG00000104969,1395,2658,1391,2559,1448,2236
ENSG00000172009,691,2467,729,2197,871,1819
ENSG00000172006,132,26,141,15,188,29
ENSG00000186300,281,103,226,72,256,85
ENSG00000267063,0,0,0,1,0,0
ENSG00000287766,12,1,21,1,8,1
ENSG00000172000,2,0,0,0,1,0
ENSG00000267398,0,0,0,0,0,0
ENSG00000266938,0,1,0,0,0,0
ENSG00000171970,19,9,18,6,10,5
ENSG00000253392,13,9,13,6,12,3
ENSG00000175691,72,103,88,102,86,86
ENSG00000279452,9,3,17,11,12,12
ENSG00000104953,207,51,222,28,232,36
ENSG00000065717,1886,459,1873,391,2074,386
ENSG00000267469,0,0,0,0,0,0
ENSG00000104964,4388,4923,4746,4563,4957,3856
ENSG00000088256,1217,2220,1292,1968,1373,1906
ENSG00000267139,0,0,0,0,0,0
ENSG00000267688,0,0,0,0,0,0
ENSG00000266944,0,0,0,0,0,0
ENSG00000060558,0,3,0,1,0,1
ENSG00000267551,0,0,0,0,0,0
ENSG00000125910,2,2,1,0,3,0
ENSG00000125912,1516,4416,1474,4018,1657,3620
ENSG00000161082,65,3,86,1,74,3
ENSG00000267448,0,0,0,0,0,0
ENSG00000141905,1908,2352,1818,2140,2209,2166
ENSG00000280103,0,0,0,0,1,0
ENSG00000279599,3,0,0,1,0,1
ENSG00000095932,49,2,30,7,31,8
ENSG00000284638,0,0,0,0,0,0
ENSG00000129932,211,773,214,626,237,566
ENSG00000105325,1041,1639,1123,1460,1160,1406
ENSG00000252408,0,0,0,0,0,0
ENSG00000161091,4016,2063,3960,1763,4154,1582
ENSG00000183397,317,142,307,93,350,80
ENSG00000267436,0,0,0,0,0,0
ENSG00000267231,0,0,0,0,0,0
ENSG00000279590,0,0,0,0,1,2
ENSG00000266959,0,0,0,0,3,0
ENSG00000064961,3498,2167,3712,1986,3861,1848
ENSG00000179855,11,1,10,3,12,1
ENSG00000006638,198,221,159,170,169,184
ENSG00000226800,19,29,22,22,17,11
ENSG00000105298,386,782,408,625,426,569
ENSG00000186111,1471,1753,1338,1651,1561,1492
ENSG00000267304,3,1,2,1,3,3
ENSG00000105289,644,26,709,33,689,18
ENSG00000011132,481,449,566,347,559,391
ENSG00000267205,0,0,0,0,0,0
ENSG00000267138,5,3,6,3,5,1
ENSG00000183617,116,230,96,200,114,221
ENSG00000173976,0,0,2,0,0,0
ENSG00000267148,0,0,0,0,0,0
ENSG00000007264,2,3,2,0,2,0
ENSG00000105278,0,0,1,0,5,0
ENSG00000266989,0,0,0,0,0,0
ENSG00000167654,0,1,0,0,2,2
ENSG00000266627,0,0,0,0,0,0
ENSG00000077009,0,0,0,0,0,0
ENSG00000167657,905,2001,1112,1852,1102,1755
ENSG00000283928,0,0,0,0,0,0
ENSG00000167658,63434,46897,65936,44067,68320,40081
ENSG00000206775,0,0,4,2,0,1
ENSG00000105229,441,623,526,568,458,503
ENSG00000178951,1606,1422,1454,1404,1564,1318
ENSG00000268670,20,23,18,22,19,21
ENSG00000126934,4258,2886,4444,2786,4602,2670
ENSG00000278007,0,0,0,0,0,0
ENSG00000060566,11,2,8,1,14,0
ENSG00000077463,333,461,328,410,378,299
ENSG00000089847,133,7,134,3,158,1
ENSG00000105246,1493,432,1366,432,1578,422
ENSG00000280247,9,2,4,0,4,0
ENSG00000105248,206,377,206,337,217,311
ENSG00000105251,6,1,6,0,7,1
ENSG00000167664,0,0,0,0,0,0
ENSG00000105255,1360,1188,1365,1114,1484,1040
ENSG00000178078,405,239,459,223,415,212
ENSG00000269425,5,4,1,1,2,1
ENSG00000008382,171,155,205,120,187,146
ENSG00000269807,2,1,0,0,0,0
ENSG00000267938,1,4,1,4,2,3
ENSG00000269318,18,16,5,14,6,22
ENSG00000141985,2229,2804,2275,2661,2374,2356
ENSG00000267980,9,10,9,14,10,14
ENSG00000167670,322,1661,336,1559,356,1352
ENSG00000267255,2,2,3,0,1,5
ENSG00000167671,1509,1032,1747,961,1756,836
ENSG00000266437,0,0,0,0,0,0
ENSG00000267030,0,0,0,0,0,0
ENSG00000280239,18,17,18,22,16,29
ENSG00000267769,7,4,6,1,4,1
ENSG00000267011,2,0,0,0,3,2
ENSG00000167674,1312,1399,1349,1361,1409,1209
ENSG00000167676,27,15,26,9,18,17
ENSG00000214456,87,9,109,2,112,2
ENSG00000267385,8,2,11,0,20,0
ENSG00000171236,3,1,4,0,0,0
ENSG00000167680,1965,263,2061,221,2315,239
ENSG00000267408,0,0,0,0,0,0
ENSG00000185361,394,672,379,644,392,609
ENSG00000074842,753,1458,915,1532,910,1321
ENSG00000268565,0,0,0,0,0,0
ENSG00000142002,1136,3933,1143,3493,1258,3319
ENSG00000205790,3,22,8,5,4,2
ENSG00000287884,0,2,5,7,2,0
ENSG00000176840,0,1,1,1,0,0
ENSG00000207630,0,0,0,0,0,0
ENSG00000268536,4,2,1,1,2,3
ENSG00000141965,28,78,23,60,35,59
ENSG00000269604,0,0,0,0,0,0
ENSG00000127666,443,812,467,769,523,713
ENSG00000267484,0,0,0,0,0,0
ENSG00000105355,1847,3083,1712,2961,1884,2589
ENSG00000205784,4,0,0,0,0,0
ENSG00000276043,261,2490,200,2119,280,1920
ENSG00000263409,0,0,0,1,0,0
ENSG00000127663,1834,677,1733,718,1974,619
ENSG00000105426,3899,1671,3538,1512,4223,1563
ENSG00000267550,0,0,0,0,0,0
ENSG00000239524,2,2,0,1,2,0
ENSG00000274447,2,1,4,3,2,7
ENSG00000105428,0,0,0,0,0,0
ENSG00000223573,8,2,13,2,5,2
ENSG00000233270,266,582,249,725,281,571
ENSG00000130254,696,1703,715,1491,824,1440
ENSG00000160633,1374,2921,1334,2780,1474,2501
ENSG00000130255,6251,4540,6953,4883,7155,4173
ENSG00000174917,373,448,516,415,467,303
ENSG00000167733,319,39,306,21,315,32
ENSG00000196365,1749,2179,1801,1873,1937,1724
ENSG00000174898,0,0,0,0,0,0
ENSG00000212123,15,34,16,38,15,34
ENSG00000267157,0,0,0,0,0,0
ENSG00000141994,220,541,190,527,200,465
ENSG00000171119,16,0,18,1,13,1
ENSG00000156413,0,0,0,0,0,0
ENSG00000171124,1,0,1,0,4,0
ENSG00000267709,0,0,1,0,0,0
ENSG00000130383,0,0,0,0,0,0
ENSG00000267740,0,0,0,0,0,0
ENSG00000174886,310,433,317,406,364,356
ENSG00000266941,1,1,0,2,0,0
ENSG00000267314,1,0,0,0,0,0
ENSG00000187650,101,22,81,25,131,16
ENSG00000267571,16,1,15,4,23,10
ENSG00000105519,82,15,72,22,101,14
ENSG00000031823,725,1222,624,1155,702,1086
ENSG00000266983,3,5,9,2,3,4
ENSG00000087903,260,307,280,224,304,225
ENSG00000267262,0,0,0,0,0,0
ENSG00000267589,1,0,0,0,0,0
ENSG00000267299,0,0,0,0,0,0
ENSG00000130377,8,5,4,2,4,3
ENSG00000267415,0,0,0,0,0,0
ENSG00000284490,0,1,2,1,0,1
ENSG00000130382,1430,2464,1593,2224,1638,2080
ENSG00000267563,0,0,3,0,0,0
ENSG00000280394,0,3,0,1,0,0
ENSG00000167769,0,0,0,0,0,0
ENSG00000269802,0,0,0,0,0,0
ENSG00000125656,912,1781,1059,1669,1047,1476
ENSG00000125652,503,352,604,344,647,270
ENSG00000125650,111,82,118,68,107,44
ENSG00000125651,1342,1772,1396,1740,1341,1609
ENSG00000269444,7,2,1,2,0,0
ENSG00000274390,0,0,0,0,0,0
ENSG00000273758,0,0,0,0,0,0
ENSG00000214347,0,0,0,0,0,7
ENSG00000088247,3673,8878,3822,7938,3913,7327
ENSG00000284159,0,0,0,0,0,0
ENSG00000181240,4,0,7,2,11,0
ENSG00000125648,3937,1556,3606,1567,3793,1531
ENSG00000130545,38,0,24,4,32,11
ENSG00000205744,28,4,35,9,22,3
ENSG00000275234,11,0,9,1,10,1
ENSG00000104833,533,251,586,200,630,139
ENSG00000268203,0,0,0,0,0,0
ENSG00000268191,0,0,0,0,0,0
ENSG00000125657,638,218,627,300,606,228
ENSG00000268742,0,0,0,0,0,0
ENSG00000269546,0,1,2,0,2,1
ENSG00000199223,0,0,0,0,0,0
ENSG00000125726,1362,947,1417,949,1446,755
ENSG00000268785,3,1,3,1,7,2
ENSG00000125735,17,17,16,11,30,10
ENSG00000125730,22127,3905,19635,3551,23302,3507
ENSG00000276980,17,14,12,7,16,2
ENSG00000125734,886,677,936,643,1089,588
ENSG00000283950,0,0,0,0,0,0
ENSG00000125733,2007,2203,2412,2048,2436,1875
ENSG00000269680,12,12,14,17,24,12
ENSG00000125731,396,548,400,471,529,464
ENSG00000141968,1,1,3,0,0,1
ENSG00000174837,14,7,14,15,20,8
ENSG00000280091,0,0,0,0,0,2
ENSG00000269385,0,0,0,0,0,0
ENSG00000276568,1,0,0,0,0,0
ENSG00000268758,0,0,0,0,0,0
ENSG00000268845,0,0,0,0,0,0
ENSG00000269761,0,0,0,0,0,0
ENSG00000283679,0,0,0,0,0,0
ENSG00000196589,0,0,0,0,0,0
ENSG00000237247,0,0,0,0,0,0
ENSG00000205718,0,0,0,0,0,0
ENSG00000230522,0,0,0,0,0,0
ENSG00000182315,0,1,0,0,0,0
ENSG00000130544,144,166,152,163,155,151
ENSG00000171105,897,285,796,292,862,287
ENSG00000104880,1230,2245,1278,2092,1377,1940
ENSG00000267852,3,0,1,0,8,0
ENSG00000104883,53,27,78,39,80,17
ENSG00000198723,7,0,10,3,11,3
ENSG00000267952,5,1,4,1,8,0
ENSG00000198816,789,279,769,277,781,240
ENSG00000269371,0,0,0,0,0,0
ENSG00000090674,407,644,387,560,439,515
ENSG00000268614,0,0,0,0,2,0
ENSG00000032444,3044,3752,2781,3241,3110,3183
ENSG00000076826,638,641,681,553,772,548
ENSG00000273657,0,0,0,0,0,0
ENSG00000076924,880,1389,899,1279,976,1125
ENSG00000229833,41,34,59,25,39,27
ENSG00000268400,0,1,0,0,0,1
ENSG00000174788,22,7,36,8,41,7
ENSG00000268204,35,1,34,4,34,5
ENSG00000076944,664,689,758,517,823,487
ENSG00000269228,1,0,2,1,1,0
ENSG00000104918,0,0,1,0,0,0
ENSG00000183019,0,0,3,0,4,0
ENSG00000269711,0,0,0,0,0,0
ENSG00000181029,91,33,72,55,89,41
ENSG00000104921,2,0,0,1,2,0
ENSG00000182566,0,0,0,0,0,0
ENSG00000288669,0,0,0,0,0,0
ENSG00000090659,2,0,1,1,2,1
ENSG00000242636,0,0,0,0,1,0
ENSG00000104938,0,0,0,0,0,0
ENSG00000268297,0,0,4,0,0,0
ENSG00000269763,0,0,2,0,1,0
ENSG00000142459,719,214,666,191,714,197
ENSG00000183248,425,40,382,39,434,45
ENSG00000268120,0,0,0,0,0,0
ENSG00000269153,52,61,30,42,56,37
ENSG00000285674,1,0,0,0,0,0
ENSG00000171017,33,46,24,27,28,12
ENSG00000214248,2,0,2,1,1,2
ENSG00000076984,740,980,811,867,846,833
ENSG00000268149,0,0,0,0,0,0
ENSG00000260001,200,54,204,54,215,51
ENSG00000260500,7,2,2,1,2,2
ENSG00000104976,448,450,452,352,439,296
ENSG00000178531,792,373,830,327,890,303
ENSG00000269139,0,3,1,0,2,0
ENSG00000104980,574,1247,694,1133,697,1059
ENSG00000286138,5,1,7,2,3,3
ENSG00000066044,1338,2515,1224,2472,1352,2276
ENSG00000269813,0,0,0,0,0,0
ENSG00000267939,13,3,7,7,3,0
ENSG00000131142,0,0,0,0,0,0
ENSG00000142449,3,6,3,0,11,4
ENSG00000269651,0,0,0,0,0,0
ENSG00000090661,676,204,605,181,633,215
ENSG00000271717,0,0,0,1,0,0
ENSG00000167775,918,2071,947,1811,1040,1612
ENSG00000167774,0,1,1,1,0,0
ENSG00000267855,17,10,13,21,18,4
ENSG00000233927,74,98,76,120,58,74
ENSG00000186994,175,22,199,14,179,6
ENSG00000268884,0,2,0,1,0,2
ENSG00000167772,15069,2315,14963,2036,16717,1884
ENSG00000269386,5,9,11,5,6,4
ENSG00000265390,0,0,0,0,0,1
ENSG00000185236,1605,2167,1735,1947,1833,1714
ENSG00000099785,590,351,597,323,620,234
ENSG00000268931,0,1,0,0,0,2
ENSG00000279827,0,3,3,8,0,0
ENSG00000099783,2757,8308,2729,8362,2935,7465
ENSG00000133246,5,0,5,0,4,2
ENSG00000133250,156,165,134,136,187,135
ENSG00000142347,66,10,53,6,81,10
ENSG00000268618,0,0,0,0,2,0
ENSG00000142303,409,88,421,43,572,46
ENSG00000267986,2,0,3,0,0,0
ENSG00000268480,2,0,2,0,7,0
ENSG00000279426,0,0,0,0,0,0
ENSG00000181786,0,0,0,0,0,0
ENSG00000181733,0,0,0,0,0,0
ENSG00000269244,0,0,1,0,0,1
ENSG00000268922,0,0,0,0,0,0
ENSG00000167785,652,227,583,210,703,199
ENSG00000269300,2,0,1,1,2,0
ENSG00000170948,0,0,0,0,0,0
ENSG00000269400,1,0,1,0,0,0
ENSG00000181143,8,0,4,0,11,0
ENSG00000267332,0,0,0,0,0,0
ENSG00000267154,0,0,0,0,0,0
ENSG00000170929,0,0,0,0,0,0
ENSG00000170923,0,0,0,0,0,0
ENSG00000161807,0,0,0,0,0,0
ENSG00000275787,0,0,0,0,0,0
ENSG00000170920,0,0,0,0,0,0
ENSG00000130803,668,681,686,715,680,653
